index,City,Date,Card Type,Exp Type,Gender,Amount
1666,"Delhi, India",21-Mar-14,Gold,Grocery,F,34086
1667,"Greater Mumbai, India",2-Jul-14,Signature,Fuel,F,176483
1668,"Delhi, India",17-Nov-14,Gold,Entertainment,F,5896
1669,"Delhi, India",17-Apr-14,Gold,Bills,M,276819
1670,"Bengaluru, India",5-Feb-15,Gold,Bills,M,7448
1671,"Ahmedabad, India",11-Sep-14,Signature,Bills,M,80225
1672,"Greater Mumbai, India",12-Apr-15,Silver,Fuel,M,20961
1673,"Bengaluru, India",2-Feb-14,Gold,Fuel,F,268556
1674,"Bengaluru, India",8-Dec-14,Gold,Grocery,M,175845
1675,"Bengaluru, India",1-Jun-14,Silver,Bills,F,233530
1676,"Delhi, India",6-Jan-15,Platinum,Entertainment,M,287753
1677,"Delhi, India",24-Oct-14,Silver,Fuel,F,43230
1678,"Bengaluru, India",23-Feb-15,Signature,Entertainment,F,66584
1679,"Ahmedabad, India",5-Feb-14,Signature,Fuel,F,277145
1680,"Delhi, India",30-May-14,Platinum,Entertainment,M,60958
1681,"Ahmedabad, India",12-Oct-14,Platinum,Grocery,M,207126
1682,"Ahmedabad, India",4-Nov-14,Signature,Food,F,48749
1683,"Greater Mumbai, India",6-Apr-14,Silver,Bills,F,277106
1684,"Ahmedabad, India",3-Nov-14,Signature,Food,M,118161
1685,"Bengaluru, India",6-Apr-15,Gold,Fuel,F,128828
1686,"Greater Mumbai, India",23-Mar-14,Signature,Grocery,M,147184
1687,"Delhi, India",5-Apr-14,Silver,Food,F,90855
1688,"Ahmedabad, India",6-Jan-15,Gold,Entertainment,F,234227
1689,"Bengaluru, India",7-Apr-14,Platinum,Entertainment,M,104924
1690,"Delhi, India",9-Feb-15,Gold,Food,F,219139
1691,"Bengaluru, India",8-Jul-14,Signature,Fuel,M,220567
1692,"Greater Mumbai, India",19-Jun-14,Gold,Entertainment,F,76473
1693,"Greater Mumbai, India",4-Oct-13,Platinum,Grocery,F,22708
1694,"Bengaluru, India",29-Mar-14,Signature,Grocery,F,280971
1695,"Ahmedabad, India",8-Jul-14,Platinum,Grocery,F,141760
1696,"Greater Mumbai, India",20-Nov-14,Signature,Bills,F,123927
1697,"Ahmedabad, India",12-Dec-14,Silver,Entertainment,M,61427
1698,"Delhi, India",2-Oct-14,Silver,Bills,M,51382
1699,"Ahmedabad, India",17-Aug-14,Platinum,Fuel,F,269743
1700,"Delhi, India",20-Oct-14,Platinum,Bills,F,104031
1701,"Greater Mumbai, India",8-Nov-13,Signature,Bills,F,67078
1702,"Delhi, India",9-Jul-14,Signature,Entertainment,F,15446
1703,"Ahmedabad, India",10-Jun-14,Signature,Grocery,M,289917
1704,"Bengaluru, India",16-Sep-14,Signature,Food,F,123922
1705,"Bengaluru, India",23-Jan-15,Silver,Food,M,23427
1706,"Delhi, India",25-Apr-15,Gold,Food,M,175390
1707,"Bengaluru, India",7-Apr-15,Gold,Fuel,M,118845
1708,"Delhi, India",6-Feb-15,Gold,Fuel,M,290501
1709,"Delhi, India",23-May-15,Gold,Grocery,F,72984
1710,"Bengaluru, India",29-Nov-14,Silver,Food,F,298166
1711,"Greater Mumbai, India",7-Oct-14,Platinum,Entertainment,M,175939
1712,"Delhi, India",18-Feb-14,Signature,Grocery,F,150308
1713,"Greater Mumbai, India",24-Jun-14,Silver,Grocery,M,186636
1714,"Bengaluru, India",15-Oct-14,Signature,Fuel,M,257240
1715,"Ahmedabad, India",5-Jan-15,Signature,Food,F,289501
1716,"Bengaluru, India",25-Feb-15,Silver,Fuel,F,276345
1717,"Delhi, India",21-Oct-13,Platinum,Bills,F,12303
1718,"Greater Mumbai, India",22-Mar-14,Gold,Grocery,M,274222
1719,"Ahmedabad, India",15-Nov-13,Signature,Fuel,F,35473
1720,"Bengaluru, India",16-Jul-14,Silver,Bills,M,185943
1721,"Greater Mumbai, India",30-Nov-13,Platinum,Entertainment,M,30474
1722,"Delhi, India",14-Mar-15,Platinum,Grocery,F,185060
1723,"Greater Mumbai, India",21-Sep-14,Platinum,Grocery,M,57722
1724,"Bengaluru, India",18-Dec-14,Silver,Fuel,F,165437
1725,"Greater Mumbai, India",14-May-14,Gold,Grocery,F,188012
1726,"Ahmedabad, India",20-Jan-15,Gold,Entertainment,M,272746
1727,"Greater Mumbai, India",11-Feb-15,Silver,Entertainment,F,281240
1728,"Ahmedabad, India",24-Nov-14,Silver,Fuel,M,221640
1729,"Greater Mumbai, India",9-Apr-15,Platinum,Fuel,F,34586
1730,"Delhi, India",30-Sep-14,Platinum,Entertainment,M,157971
1731,"Bengaluru, India",15-Oct-13,Platinum,Bills,F,154996
1732,"Greater Mumbai, India",5-Nov-14,Silver,Entertainment,F,184101
1733,"Ahmedabad, India",3-Oct-14,Signature,Bills,M,70283
1734,"Greater Mumbai, India",16-Mar-15,Silver,Bills,F,224110
1735,"Delhi, India",26-Nov-14,Gold,Entertainment,M,217746
1736,"Bengaluru, India",26-Mar-14,Gold,Entertainment,F,126069
1737,"Bengaluru, India",23-Jan-14,Silver,Bills,M,163645
1738,"Bengaluru, India",17-Dec-14,Silver,Entertainment,F,35361
1739,"Delhi, India",20-Jan-15,Gold,Fuel,M,50383
1740,"Bengaluru, India",30-Oct-14,Silver,Entertainment,F,178730
1741,"Delhi, India",21-Feb-14,Silver,Entertainment,F,219138
1742,"Bengaluru, India",13-Mar-14,Gold,Entertainment,M,40780
1743,"Delhi, India",4-Jan-15,Silver,Bills,M,234115
1744,"Delhi, India",1-Jan-15,Signature,Entertainment,F,206102
1745,"Greater Mumbai, India",7-May-15,Gold,Fuel,F,13317
1746,"Bengaluru, India",24-Mar-14,Gold,Entertainment,M,91740
1747,"Greater Mumbai, India",6-Sep-14,Platinum,Food,F,170287
1748,"Greater Mumbai, India",30-Apr-15,Signature,Food,F,238124
1749,"Ahmedabad, India",2-Jul-14,Platinum,Grocery,M,19595
1750,"Delhi, India",10-Dec-14,Platinum,Fuel,F,240184
1751,"Ahmedabad, India",13-Feb-14,Signature,Food,F,3139
1752,"Greater Mumbai, India",15-Jan-15,Signature,Bills,M,262781
1753,"Greater Mumbai, India",11-Mar-14,Platinum,Grocery,F,52518
1754,"Bengaluru, India",3-Mar-15,Gold,Food,M,197863
1755,"Greater Mumbai, India",24-Feb-15,Platinum,Entertainment,F,154174
1756,"Delhi, India",19-Sep-14,Gold,Food,M,69057
1757,"Bengaluru, India",24-Jun-14,Gold,Fuel,F,154426
1758,"Delhi, India",15-Jul-14,Platinum,Food,F,79357
1759,"Ahmedabad, India",26-Aug-14,Gold,Bills,F,241270
1760,"Bengaluru, India",29-Oct-13,Signature,Grocery,M,120392
1761,"Delhi, India",1-Feb-14,Platinum,Entertainment,F,147623
1762,"Bengaluru, India",20-Jul-14,Signature,Fuel,F,44309
1763,"Greater Mumbai, India",13-Feb-14,Gold,Food,F,135046
1764,"Greater Mumbai, India",12-Jul-14,Signature,Entertainment,F,182842
1765,"Delhi, India",24-May-15,Silver,Bills,M,218802
1766,"Ahmedabad, India",17-Nov-14,Gold,Grocery,F,186760
1767,"Greater Mumbai, India",19-Mar-14,Signature,Entertainment,F,28239
1768,"Delhi, India",9-Dec-13,Gold,Fuel,F,254783
1769,"Ahmedabad, India",16-Apr-15,Signature,Food,M,242034
1770,"Delhi, India",9-Apr-14,Platinum,Bills,F,92174
1771,"Ahmedabad, India",28-Aug-14,Gold,Fuel,M,261278
1772,"Greater Mumbai, India",21-Feb-14,Gold,Fuel,M,96495
1773,"Delhi, India",31-Oct-14,Platinum,Entertainment,F,205571
1774,"Bengaluru, India",4-Apr-14,Platinum,Food,F,207861
1775,"Greater Mumbai, India",26-Jul-14,Silver,Bills,M,92277
1776,"Ahmedabad, India",7-Sep-14,Gold,Grocery,F,231658
1777,"Greater Mumbai, India",19-Dec-13,Platinum,Entertainment,M,57864
1778,"Bengaluru, India",16-May-15,Gold,Grocery,M,233351
1779,"Greater Mumbai, India",18-Dec-14,Silver,Fuel,M,105425
1780,"Greater Mumbai, India",22-Apr-15,Gold,Grocery,F,279143
1781,"Ahmedabad, India",7-Feb-14,Signature,Grocery,M,251798
1782,"Greater Mumbai, India",20-Mar-15,Silver,Bills,F,2543
1783,"Ahmedabad, India",11-Apr-14,Gold,Entertainment,M,248754
1784,"Greater Mumbai, India",29-Oct-14,Gold,Fuel,M,1904
1785,"Ahmedabad, India",10-Apr-15,Silver,Grocery,F,98859
1786,"Bengaluru, India",19-Jun-14,Signature,Bills,F,105009
1787,"Bengaluru, India",13-Oct-14,Silver,Bills,M,125813
1788,"Delhi, India",17-Oct-14,Silver,Grocery,M,254580
1789,"Greater Mumbai, India",3-Nov-13,Signature,Food,F,114085
1790,"Delhi, India",15-Apr-14,Gold,Grocery,F,95167
1791,"Ahmedabad, India",3-Sep-14,Signature,Bills,F,199496
1792,"Delhi, India",12-Jan-14,Gold,Entertainment,M,278201
1793,"Delhi, India",11-Apr-14,Signature,Bills,F,290333
1794,"Delhi, India",13-Jan-15,Silver,Entertainment,M,254753
1795,"Delhi, India",6-Mar-14,Platinum,Fuel,F,142842
1796,"Ahmedabad, India",16-Aug-14,Platinum,Grocery,F,129704
1797,"Ahmedabad, India",14-Sep-14,Signature,Food,F,61115
1798,"Greater Mumbai, India",6-Mar-14,Platinum,Entertainment,F,134548
1799,"Bengaluru, India",29-Jul-14,Gold,Grocery,M,224421
1800,"Delhi, India",10-May-14,Silver,Fuel,M,35876
1801,"Ahmedabad, India",14-Oct-14,Gold,Bills,F,92188
1802,"Bengaluru, India",2-Dec-13,Platinum,Bills,M,264781
1803,"Greater Mumbai, India",19-May-15,Silver,Bills,F,29791
1804,"Greater Mumbai, India",6-Nov-13,Silver,Grocery,M,141476
1805,"Bengaluru, India",25-Apr-14,Signature,Bills,F,176316
1806,"Ahmedabad, India",9-Dec-14,Gold,Grocery,F,42413
1807,"Greater Mumbai, India",26-Mar-14,Signature,Grocery,M,212915
1808,"Ahmedabad, India",10-Nov-13,Gold,Bills,M,163200
1809,"Greater Mumbai, India",6-Jul-14,Platinum,Entertainment,F,39425
1810,"Greater Mumbai, India",6-Aug-14,Gold,Food,M,35073
1811,"Bengaluru, India",27-Feb-14,Signature,Grocery,M,128602
1812,"Greater Mumbai, India",13-Mar-15,Gold,Entertainment,F,181935
1813,"Greater Mumbai, India",9-Nov-13,Platinum,Entertainment,M,275854
1814,"Greater Mumbai, India",25-Jun-14,Platinum,Grocery,M,236289
1815,"Ahmedabad, India",18-Oct-13,Signature,Fuel,M,277592
1816,"Greater Mumbai, India",15-Jul-14,Platinum,Entertainment,F,3278
1817,"Bengaluru, India",21-Feb-15,Signature,Entertainment,M,74649
1818,"Ahmedabad, India",2-Jan-15,Gold,Food,M,270197
1819,"Ahmedabad, India",14-Dec-14,Platinum,Bills,F,117375
1820,"Ahmedabad, India",26-Dec-14,Signature,Bills,M,221335
1821,"Bengaluru, India",4-Aug-14,Platinum,Grocery,M,252035
1822,"Bengaluru, India",13-Apr-14,Silver,Fuel,F,293132
1823,"Ahmedabad, India",1-Nov-13,Silver,Fuel,M,215066
1824,"Greater Mumbai, India",31-Jul-14,Platinum,Grocery,M,93661
1825,"Bengaluru, India",25-Oct-14,Gold,Entertainment,F,49100
1826,"Delhi, India",10-Apr-14,Signature,Entertainment,F,68466
1827,"Ahmedabad, India",26-Oct-14,Platinum,Grocery,M,57057
1828,"Bengaluru, India",1-Sep-14,Signature,Food,F,135425
1829,"Ahmedabad, India",23-May-14,Silver,Fuel,M,34939
1830,"Bengaluru, India",8-Mar-14,Gold,Grocery,F,206614
1831,"Bengaluru, India",9-Jul-14,Silver,Entertainment,M,120863
1832,"Ahmedabad, India",16-Jan-15,Platinum,Bills,F,185700
1833,"Delhi, India",28-May-14,Signature,Bills,M,9440
1834,"Bengaluru, India",4-Apr-14,Platinum,Fuel,F,87029
1835,"Delhi, India",13-Nov-14,Silver,Bills,F,101809
1836,"Greater Mumbai, India",17-Apr-14,Signature,Food,F,172956
1837,"Ahmedabad, India",16-Mar-15,Signature,Grocery,F,193813
1838,"Bengaluru, India",8-Feb-15,Signature,Bills,F,185228
1839,"Ahmedabad, India",12-Feb-14,Gold,Fuel,F,128727
1840,"Ahmedabad, India",11-Jul-14,Signature,Grocery,F,216019
1841,"Bengaluru, India",5-Mar-14,Gold,Food,M,51167
1842,"Ahmedabad, India",23-Nov-13,Gold,Grocery,M,290446
1843,"Greater Mumbai, India",13-May-14,Signature,Bills,M,288383
1844,"Bengaluru, India",30-Dec-13,Silver,Bills,M,227526
1845,"Greater Mumbai, India",14-Oct-13,Silver,Grocery,F,42945
1846,"Greater Mumbai, India",19-May-15,Signature,Fuel,M,128081
1847,"Greater Mumbai, India",23-Jan-15,Gold,Grocery,F,96476
1848,"Bengaluru, India",3-Dec-13,Silver,Food,M,73409
1849,"Greater Mumbai, India",9-Mar-15,Silver,Food,M,149492
1850,"Greater Mumbai, India",6-Mar-15,Gold,Food,M,282583
1851,"Delhi, India",3-May-14,Platinum,Food,M,7311
1852,"Bengaluru, India",23-Apr-14,Gold,Entertainment,M,183801
1853,"Greater Mumbai, India",11-Oct-14,Signature,Grocery,F,210848
1854,"Ahmedabad, India",18-Dec-13,Silver,Fuel,F,80139
1855,"Bengaluru, India",1-Nov-14,Silver,Bills,F,168555
1856,"Delhi, India",18-Jul-14,Gold,Fuel,F,41221
1857,"Ahmedabad, India",8-Feb-14,Gold,Fuel,M,240556
1858,"Bengaluru, India",18-Jan-14,Platinum,Food,M,27650
1859,"Bengaluru, India",27-Apr-15,Silver,Entertainment,F,185153
1860,"Delhi, India",22-Feb-14,Gold,Bills,M,164838
1861,"Bengaluru, India",25-Aug-14,Gold,Fuel,M,160186
1862,"Bengaluru, India",7-Sep-14,Gold,Fuel,M,277317
1863,"Greater Mumbai, India",29-Apr-15,Gold,Bills,M,194711
1864,"Ahmedabad, India",28-Oct-14,Signature,Bills,M,12123
1865,"Ahmedabad, India",23-May-14,Gold,Fuel,F,225207
1866,"Ahmedabad, India",4-Oct-13,Gold,Entertainment,F,78098
1867,"Delhi, India",13-Dec-13,Signature,Grocery,F,105085
1868,"Bengaluru, India",27-Feb-14,Platinum,Grocery,M,241392
1869,"Delhi, India",16-Jan-15,Gold,Grocery,F,222024
1870,"Delhi, India",31-Mar-14,Platinum,Fuel,F,198807
1871,"Ahmedabad, India",19-Feb-15,Signature,Grocery,F,11298
1872,"Ahmedabad, India",12-Jan-15,Gold,Bills,F,130845
1873,"Delhi, India",26-Jun-14,Silver,Grocery,M,63014
1874,"Delhi, India",30-Dec-13,Gold,Grocery,F,80497
1875,"Greater Mumbai, India",27-Aug-14,Gold,Entertainment,M,215192
1876,"Ahmedabad, India",2-May-14,Gold,Food,M,285051
1877,"Greater Mumbai, India",3-Dec-13,Silver,Grocery,M,161138
1878,"Ahmedabad, India",14-Oct-13,Gold,Fuel,M,61555
1879,"Delhi, India",23-May-15,Silver,Fuel,M,59169
1880,"Bengaluru, India",27-Jun-14,Silver,Bills,M,294655
1881,"Greater Mumbai, India",28-Nov-14,Signature,Grocery,F,225540
1882,"Greater Mumbai, India",20-Feb-14,Platinum,Grocery,M,299046
1883,"Bengaluru, India",11-May-14,Gold,Grocery,M,180666
1884,"Delhi, India",23-Dec-13,Signature,Food,F,64719
1885,"Bengaluru, India",23-Apr-15,Signature,Fuel,M,81796
1886,"Ahmedabad, India",7-Mar-14,Silver,Grocery,M,81520
1887,"Ahmedabad, India",22-Apr-15,Silver,Entertainment,M,221574
1888,"Ahmedabad, India",16-Nov-14,Silver,Grocery,M,270204
1889,"Greater Mumbai, India",25-Mar-15,Silver,Entertainment,M,187337
1890,"Delhi, India",31-Oct-13,Signature,Entertainment,F,84974
1891,"Delhi, India",14-Aug-14,Platinum,Entertainment,F,292348
1892,"Ahmedabad, India",31-May-14,Silver,Food,F,152506
1893,"Bengaluru, India",25-Jul-14,Signature,Food,F,147759
1894,"Bengaluru, India",16-Jun-14,Signature,Grocery,F,42060
1895,"Greater Mumbai, India",12-Apr-15,Silver,Entertainment,F,168004
1896,"Greater Mumbai, India",19-Feb-14,Signature,Fuel,M,261874
1897,"Delhi, India",9-Feb-15,Silver,Entertainment,M,132513
1898,"Delhi, India",16-Mar-15,Platinum,Grocery,M,138344
1899,"Bengaluru, India",4-Apr-14,Signature,Entertainment,F,293796
1900,"Delhi, India",29-Oct-14,Platinum,Bills,M,77354
1901,"Bengaluru, India",25-Feb-15,Signature,Bills,M,284855
1902,"Bengaluru, India",24-Feb-14,Silver,Food,F,207925
1903,"Greater Mumbai, India",16-May-15,Platinum,Fuel,M,250456
1904,"Delhi, India",8-Oct-14,Gold,Fuel,F,233611
1905,"Ahmedabad, India",26-Dec-13,Signature,Entertainment,F,229041
1906,"Delhi, India",3-Aug-14,Signature,Food,F,179471
1907,"Greater Mumbai, India",30-May-14,Silver,Food,F,280463
1908,"Bengaluru, India",19-Feb-14,Silver,Fuel,M,187374
1909,"Delhi, India",26-Dec-14,Signature,Bills,F,260192
1910,"Greater Mumbai, India",6-Feb-14,Platinum,Fuel,M,115347
1911,"Delhi, India",19-Mar-14,Signature,Fuel,F,193059
1912,"Ahmedabad, India",20-Nov-13,Platinum,Grocery,M,36627
1913,"Ahmedabad, India",18-Oct-14,Silver,Food,M,137711
1914,"Ahmedabad, India",20-Sep-14,Platinum,Bills,M,37367
1915,"Ahmedabad, India",11-Apr-14,Signature,Grocery,F,45973
1916,"Delhi, India",21-Feb-14,Signature,Entertainment,M,9826
1917,"Delhi, India",14-Dec-14,Gold,Fuel,M,116038
1918,"Bengaluru, India",17-Jul-14,Silver,Food,M,37990
1919,"Bengaluru, India",5-Jul-14,Signature,Fuel,M,148640
1920,"Delhi, India",7-Sep-14,Signature,Grocery,M,93211
1921,"Greater Mumbai, India",15-Sep-14,Gold,Grocery,M,189377
1922,"Greater Mumbai, India",21-Nov-14,Signature,Grocery,M,272613
1923,"Ahmedabad, India",8-Feb-15,Gold,Fuel,M,271468
1924,"Bengaluru, India",12-Oct-14,Signature,Bills,F,114597
1925,"Greater Mumbai, India",30-Sep-14,Gold,Bills,F,134012
1926,"Delhi, India",12-Aug-14,Platinum,Entertainment,M,77702
1927,"Greater Mumbai, India",28-Jul-14,Gold,Entertainment,F,184919
1928,"Ahmedabad, India",23-Oct-13,Gold,Grocery,M,132728
1929,"Bengaluru, India",13-Apr-14,Gold,Entertainment,M,191998
1930,"Ahmedabad, India",21-Jun-14,Platinum,Food,F,43660
1931,"Ahmedabad, India",21-Apr-14,Silver,Bills,F,245472
1932,"Greater Mumbai, India",2-Jul-14,Signature,Food,F,32526
1933,"Ahmedabad, India",12-Jun-14,Platinum,Grocery,M,255886
1934,"Bengaluru, India",23-Apr-14,Silver,Bills,M,275115
1935,"Greater Mumbai, India",15-Apr-15,Signature,Fuel,F,60600
1936,"Greater Mumbai, India",5-Jan-15,Signature,Entertainment,F,232106
1937,"Ahmedabad, India",8-Sep-14,Gold,Bills,M,87968
1938,"Greater Mumbai, India",13-Feb-14,Gold,Entertainment,F,209036
1939,"Ahmedabad, India",11-Apr-14,Signature,Food,F,72029
1940,"Delhi, India",29-Mar-14,Silver,Fuel,M,30121
1941,"Delhi, India",3-Sep-14,Gold,Entertainment,F,106068
1942,"Delhi, India",18-Apr-15,Silver,Grocery,F,37213
1943,"Delhi, India",4-Mar-14,Silver,Food,M,138471
1944,"Delhi, India",12-Jun-14,Gold,Fuel,M,124954
1945,"Delhi, India",28-Dec-13,Signature,Fuel,M,245807
1946,"Delhi, India",26-Jun-14,Gold,Grocery,F,156342
1947,"Greater Mumbai, India",2-May-15,Gold,Food,F,120497
1948,"Greater Mumbai, India",10-Apr-15,Signature,Grocery,F,202136
1949,"Delhi, India",3-Feb-15,Signature,Entertainment,F,143796
1950,"Bengaluru, India",4-Dec-13,Signature,Grocery,F,238716
1951,"Delhi, India",9-Jun-14,Platinum,Food,M,246027
1952,"Ahmedabad, India",3-Feb-14,Platinum,Fuel,F,169645
1953,"Greater Mumbai, India",7-Sep-14,Silver,Food,F,193714
1954,"Ahmedabad, India",21-Jun-14,Gold,Entertainment,M,131871
1955,"Ahmedabad, India",2-Mar-15,Signature,Food,M,136721
1956,"Bengaluru, India",22-Nov-13,Signature,Entertainment,M,150542
1957,"Bengaluru, India",10-Mar-15,Gold,Entertainment,F,75954
1958,"Ahmedabad, India",6-Jan-15,Gold,Grocery,F,114537
1959,"Greater Mumbai, India",26-Mar-15,Signature,Grocery,M,6600
1960,"Ahmedabad, India",23-Oct-14,Signature,Entertainment,F,75183
1961,"Bengaluru, India",31-May-14,Platinum,Bills,M,191863
1962,"Bengaluru, India",2-Sep-14,Gold,Entertainment,M,67947
1963,"Delhi, India",18-Dec-14,Platinum,Bills,M,189288
1964,"Delhi, India",10-Mar-14,Gold,Fuel,F,7701
1965,"Ahmedabad, India",27-Nov-14,Signature,Grocery,F,120429
1966,"Greater Mumbai, India",5-Oct-14,Signature,Food,M,60775
1967,"Delhi, India",16-Apr-14,Platinum,Food,M,278407
1968,"Bengaluru, India",24-Nov-14,Gold,Food,F,107611
1969,"Bengaluru, India",1-Aug-14,Platinum,Food,F,286318
1970,"Delhi, India",15-May-15,Signature,Grocery,M,221573
1971,"Ahmedabad, India",25-Jul-14,Signature,Entertainment,F,158348
1972,"Delhi, India",10-Nov-14,Signature,Grocery,F,146706
1973,"Bengaluru, India",20-Oct-13,Platinum,Entertainment,M,239791
1974,"Bengaluru, India",29-Sep-14,Gold,Fuel,M,285181
1975,"Greater Mumbai, India",15-Apr-15,Platinum,Grocery,F,243956
1976,"Delhi, India",26-Jan-14,Silver,Bills,M,7752
1977,"Greater Mumbai, India",21-Jul-14,Silver,Grocery,M,43841
1978,"Greater Mumbai, India",2-Jan-15,Gold,Entertainment,F,36969
1979,"Greater Mumbai, India",6-May-15,Signature,Entertainment,M,256127
1980,"Greater Mumbai, India",7-Dec-14,Gold,Food,F,141751
1981,"Delhi, India",7-Oct-14,Silver,Food,F,276882
1982,"Ahmedabad, India",14-Jan-14,Gold,Grocery,M,214328
1983,"Ahmedabad, India",28-Oct-14,Platinum,Grocery,M,198217
1984,"Greater Mumbai, India",19-Aug-14,Silver,Entertainment,M,138031
1985,"Greater Mumbai, India",5-Feb-15,Silver,Entertainment,F,97300
1986,"Ahmedabad, India",7-Dec-14,Silver,Fuel,F,187540
1987,"Delhi, India",18-May-14,Platinum,Fuel,M,279596
1988,"Ahmedabad, India",24-Aug-14,Silver,Entertainment,F,229697
1989,"Delhi, India",29-Dec-13,Silver,Food,M,10856
1990,"Greater Mumbai, India",13-Nov-14,Signature,Entertainment,M,213779
1991,"Ahmedabad, India",26-Jun-14,Signature,Grocery,F,108011
1992,"Delhi, India",21-Nov-14,Gold,Food,F,32747
1993,"Greater Mumbai, India",9-Feb-14,Platinum,Bills,F,250535
1994,"Delhi, India",5-May-14,Platinum,Fuel,F,178596
1995,"Delhi, India",16-Oct-14,Signature,Bills,M,115215
1996,"Greater Mumbai, India",26-Feb-14,Signature,Food,M,257691
1997,"Greater Mumbai, India",16-Jan-15,Silver,Entertainment,F,285761
